system,mapping_type,original_name,generic_id
ATS,object,ICommandEvents::InitiateMDZZoneCmd_operationEnum,4990
ATS,object,ICommandEvents::InitiateOpenCloseTrackSecureCmd_operationEnum,4991
ATS,object,ICommandEvents::InitiateSetClearBlockingCmd_stateEnum,4978
ATS,object,ICommandEvents::InitiateSetClearBlockingNSCmd_stateEnum,4975
ATS,object,ICommandEvents::InitiateTSRZoneCmd_operationEnum,4992
ATS,object,ICommandEvents::MAUBasicRouteCancelCmd_commandEnum,4774
ATS,object,ICommandEvents::MAUBasicRouteCmd_commandEnum,3243
ATS,object,ICommandEvents::MAUBasicRouteCmd_userTypeEnum,3244
ATS,object,ICommandEvents::MDZZoneCmd_mdSettingEnum,3245
ATS,object,ICommandEvents::MDZZoneCmd_operationEnum,3246
ATS,object,ICommandEvents::MoveSwitchCmd_sysPositionEnum,3247
ATS,object,ICommandEvents::OccupancyTrainCorrelationCmd_directionEnum,3250
ATS,object,ICommandEvents::OccupancyTrainCorrelationCmd_operationEnum,3248
ATS,object,ICommandEvents::OccupancyTrainCorrelationCmd_orderingEnum,3249
ATS,object,ICommandEvents::OpenCloseTrackCmd_operationEnum,3251
ATS,object,ICommandEvents::PlatformHoldCmd_holdDoorStatusEnum,3252
ATS,object,ICommandEvents::PlatformSetTurnbackCmd_statusEnum,3994
ATS,object,ICommandEvents::PlaybackCmd_directionEnum,5230
ATS,object,ICommandEvents::PlaybackResumeCmd_directionEnum,5231
ATS,object,ICommandEvents::PlaybackStepCmd_directionEnum,5232
ATS,object,ICommandEvents::SRSStatusEnum,3224
ATS,object,ICommandEvents::SchedRedetReqRapidCmd_operationEnum,3253
ATS,object,ICommandEvents::SetClearBlockingCmd_secureOperationEnum,3255
ATS,object,ICommandEvents::SetClearBlockingCmd_stateEnum,3254
ATS,object,ICommandEvents::SetLaunchAvailabilityCmd_commandEnum,3256
ATS,object,ICommandEvents::SetTSRLabelCmd_operationEnum,5201
ATS,object,ICommandEvents::SetZCNodeCmd_commandTypeEnum,3258
ATS,object,ICommandEvents::StopAheadClearCmd_statusEnum,3259
ATS,object,ICommandEvents::StorageModeEnum,3226
ATS,object,ICommandEvents::SwitchCancelMoveCmd_sysPositionEnum,4979
ATS,object,ICommandEvents::SwitchConfirmMoveCmd_sysPositionEnum,4980
ATS,object,ICommandEvents::SwitchConfirmOrCancelMoveCmd_sysPositionEnum,3260
ATS,object,ICommandEvents::SwitchInitiateMoveCmd_sysPositionEnum,3261
ATS,object,ICommandEvents::SwitchModeCmd_modeEnum,3262
ATS,object,ICommandEvents::SwitchResRelCmd_positionEnum,3264
ATS,object,ICommandEvents::SwitchResRelCmd_reservationEnum,3263
ATS,object,ICommandEvents::SystemStartupCmd_restoreServiceEnum,3265
ATS,object,ICommandEvents::TMNAZoneCmd_operationEnum,3267
ATS,object,ICommandEvents::TSRZoneCmd_operationEnum,3268
ATS,object,ICommandEvents::TimeTableSegArrDepTimeCmd_TimeTypeEnum,3269
ATS,object,ICommandEvents::TrainDivertedAssignmentRecoveryCmd_StatusEnum,4599
ATS,object,ICommandEvents::TrainHoldCmd_holdDoorStatusEnum,3271
ATS,object,ICommandEvents::TrainJogCmd_actionEnum,3272
ATS,object,ICommandEvents::TrainMCoupleCmd_actionEnum,3273
ATS,object,ICommandEvents::TrainMUncoupleCmd_actionEnum,3274
ATS,object,ICommandEvents::TrainModeDisallowCmd_actionEnum,3275
ATS,object,ICommandEvents::TrainPositioningAddCmd_directionEnum,5304
ATS,object,ICommandEvents::TrainPositioningCmd_directionEnum,4148
ATS,object,ICommandEvents::TrainPositioningCmd_operationEnum,4147
ATS,object,ICommandEvents::TrainPositioningModifyCmd_directionEnum,5305
ATS,object,ICommandEvents::TrainSetClrBypassCmd_setClearEnum,3276
ATS,object,ICommandEvents::WetAreaRateCmd_rateEnum,3277
ATS,object,ICommandHandler,676
ATS,object,ICommandHandler::CmdExecNotifParmEnum,3223
ATS,object,ICommandHandlerLocal,2580
ATS,object,ICompletedMsgSink,2372
ATS,object,IConfigSpecification,358
ATS,object,IConfigTestObject,3036
ATS,object,IConfiguration,239
ATS,object,IConfigurationManager,241
ATS,object,IConfigure,234
ATS,object,IConfigureAdapter,2446
ATS,object,IConflictArea,400
ATS,object,IConflictArea::AvailabilityEnum,604
ATS,object,IConflictArea::QueryTypeEnum,605
ATS,object,IConnectionEvents,2373
ATS,object,ICrewProtectionSwitch,1637
ATS,object,ICrewProtectionSwitchLocal,2583
ATS,object,ICritAreaManip,530
ATS,object,ICrossLineSignal,1643
ATS,object,ICrossLineSignal::BlueStatusEnum,3570
ATS,object,ICrossLineSignal::MainStatusEnum,3568
ATS,object,ICrossLineSignal::SubStatusEnum,3569
ATS,object,IDBCompatibilityMonitor,3971
ATS,object,IDBCompatibilityMonitorLocal,3972
ATS,object,IDCol,1284
ATS,object,IDSUHandler,1319
ATS,object,IDSUHandlerLocal,2585
ATS,object,IDataLog,2409
ATS,object,IDataLog::CnxStatusEnum,3034
ATS,object,IDataObjManager,2045
ATS,object,IDataPoint,3040
ATS,object,IDepotAlarm,3846
ATS,object,IDepotAlarm::DepotCallOnGeneralLockStatusEnum,3858
ATS,object,IDepotAlarm::DepotFilamentStatusEnum,3859
ATS,object,IDepotAlarm::DepotFuseStatusEnum,3855
ATS,object,IDepotAlarm::DepotInterlockingActiveStatusEnum,3849
ATS,object,IDepotAlarm::DepotPowerOnLockStatusEnum,3850
ATS,object,IDepotAlarm::DepotSealBreakStatusEnum,3854
ATS,object,IDepotAlarm::DepotStationLockStatusEnum,3851
ATS,object,IDepotAlarm::DepotSynchronizationStatusEnum,3852
ATS,object,IDepotAlarm::DepotTrackCircuitPowerStatusEnum,3853
ATS,object,IDepotAlarm::DepotUPSAStatusEnum,3856
ATS,object,IDepotAlarm::DepotUPSBStatusEnum,3857
ATS,object,IDerivedAttr,784
ATS,object,IDestinationLocal,4426
ATS,object,IDevice,259
ATS,object,IDevice::ControlParamEnum,4967
ATS,object,IDevice::ControlStatusEnum,4968
ATS,object,IDevice::StatusEnum,3118
ATS,object,IDeviceMgr,2376
ATS,object,IDirectionalDivertData,4434
ATS,object,IDirectionalDivertData::DirectionEnum,4435
ATS,object,IDiversionCache,421
ATS,object,IDiversionManager,3959
ATS,object,IDiversionManagerLocal,440
ATS,object,IDiversionSource,4428
ATS,object,IDivertData,382
ATS,object,IDivertData::DiversionTypeEnum,648
ATS,object,IDynamicConflict,3366
ATS,object,IESD,298
ATS,object,IESD::StatusEnum,3493
ATS,object,IESD::TypeEnum,3494
ATS,object,IEmergencyStopButton,299
ATS,object,IEmergencyStopButton::OverrideEnum,3495
ATS,object,IEmergencyTrip,5167
ATS,object,IEmergencyTrip::TripStatusEnum,5197
ATS,object,IEntryPoint,925
ATS,object,IEntryPoint::HoldStatusEnum,3295
ATS,object,IEntryPortal,471
ATS,object,IEntryPortal::DepotExitRouteStatusEnum,3682
ATS,object,IEntryPortal::EntryRequestEnum,3683
ATS,object,IEntryPortal::PortalRequestEnum,5061
ATS,object,IEntryPortal::PortalStatusEnum,5062
ATS,object,IEntryPortalLocal,472
ATS,object,IEnvironment,197
ATS,object,IEvaluateValidity,5234
ATS,object,IExecMngrClient,2468
ATS,object,IExecMngrClientCombined,4906
ATS,object,IExecMngrClientProvider,2467
ATS,object,IExecutorManager,337
ATS,object,IExecutorManagerCombined,4907
ATS,object,IExitPortal,1661
ATS,object,IExitPortal::ExitRequestEnum,3710
ATS,object,IExpert,2550
ATS,object,IExternalAdapterObject,4664
ATS,object,IExternalStatusManager,4648
ATS,object,IExternalStatusManager::LinkStatusEnum,4673
ATS,object,IExternalStatusReporter,5168
ATS,object,IExternalStatusReporter::LinkStatusEnum,5171
ATS,object,IExternalSystemStatus,4670
ATS,object,IExternalSystemStatus::LinkStatusEnum,4676
ATS,object,IFallbackRoute,300
ATS,object,IFallbackRoute::RouteCmdRespEnum,3572
ATS,object,IFallbackRoute::RouteStatusEnum,3571
ATS,object,IFinProtocolPLC,3065
ATS,object,IFinProtocolPLC::StatusEnum,3070
ATS,object,IFireAlarm,1747
ATS,object,IFireAlarm::DisplayStatusEnum,3714
ATS,object,IFireAlarm::StatusEnum,3713
ATS,object,IFireZone,1358
ATS,object,IFloodgate,301
ATS,object,IFloodgate::ClsCmdRespEnum,3511
ATS,object,IFloodgate::FloodgateOpenedEnum,3508
ATS,object,IFloodgate::FloodgateRequestedEnum,3509
ATS,object,IFloodgate::PermissionToCloseCheckbackEnum,3510
ATS,object,IFreeformMsg,2602
ATS,object,IFreeformMsgLocal,2603
ATS,object,IGENAEvents,2448
ATS,object,IGENAHandler,2443
ATS,object,IGFDStatus,4970
ATS,object,IGFDStatus::FaultStatusEnum,5063
ATS,object,IGIDZone,2593
ATS,object,IGIDZone::OpenStatusEnum,3752
ATS,object,IGIDZoneLocal,2594
ATS,object,IGWEntryPoint,2587
ATS,object,IGWUse,387
ATS,object,IGWUseServer,3979
ATS,object,IGlobalRegulation,493
ATS,object,IGlobalRegulationLocal,494
ATS,object,IGlobalRegulationServer,3980
ATS,object,IGlobalSignalling,513
ATS,object,IGlobalSignalling::RouteReservationEnum,3573
ATS,object,IGlobalSignallingLocal,2586
ATS,object,IGuiRefresh,1557
ATS,object,IGuiResourceDLLManager,1850
ATS,object,IHTTPHandler,2375
ATS,object,IHTTPMessage,2368
ATS,object,IHTTPRequest,2369
ATS,object,IHTTPServer,2371
ATS,object,IHeadCodeManip,390
ATS,object,IHeadwayRegInfoMap,1399
ATS,object,IHeadwayRegInfoMapLocal,2595
ATS,object,IHeap::Crt_Malloc,2355
ATS,object,IHeartbeatMonitor,751
ATS,object,IHighlighter,1017
ATS,object,IHook,1829
ATS,object,IIPS,3877
ATS,object,IIPS::AlarmStatusEnum,3880
ATS,object,IIPS::PowerSupplyChannelEnum,3883
ATS,object,IIPS::ReservePowerEnum,3881
ATS,object,IIPS::SystemStatusEnum,3882
ATS,object,IIdentTest,3090
ATS,object,IInit,2490
ATS,object,IIntersigHealth,2747
ATS,object,IIntersigHealth::BypassStatusEnum,3516
ATS,object,IIntersigHealth::ComStatusEnum,3515
ATS,object,IIsolationDoor,3864
ATS,object,IIsolationDoor::OpenStatusEnum,3867
ATS,object,IJunction,508
ATS,object,IJunction::JunctionMode,512
ATS,object,IJunctionLocal,509
ATS,object,ILaunch,2949
ATS,object,ILaunch::LaunchStatusEnum,3297
ATS,object,ILaunchConflictManip,517
ATS,object,ILaunchLocal,2607
ATS,object,ILevelCrossingBarrier,1798
ATS,object,ILevelCrossingBarrier::HealthDownStatusEnum,3530
ATS,object,ILevelCrossingBarrier::HealthEnableStatusEnum,3528
ATS,object,ILevelCrossingBarrier::HealthFailureStatusEnum,3532
ATS,object,ILevelCrossingBarrier::HealthOverrideStatusEnum,3531
ATS,object,ILevelCrossingBarrier::HealthStatusEnum,3527
ATS,object,ILevelCrossingBarrier::HealthUpStatusEnum,3529
ATS,object,ILevelCrossingBarrier::StatusEnum,3526
ATS,object,ILight,1799
ATS,object,ILightWeightConfigure,2444
ATS,object,ILine,433
ATS,object,ILineAltManip,523
ATS,object,ILineBuilderLocal,485
ATS,object,ILineInsertISPManip,526
ATS,object,ILineManip,518
ATS,object,ILineSegManip,480
ATS,object,ILineSegment,420
ATS,object,ILoadMonitor,5220
ATS,object,ILoadSheddable,5221
ATS,object,ILoadSheddable::LoadSheddingStateEnum,5282
ATS,object,ILocationController,424
ATS,object,ILocationController::HoldTypeEnum,489
ATS,object,ILocationControllerLocal,439
ATS,object,ILocationControllerRemote,4169
ATS,object,ILocationDwell,1002
ATS,object,ILocationHold,457
ATS,object,ILocationHold::HoldTypeEnum,613
ATS,object,ILocationHold::ReturnValueEnum,615
ATS,object,ILocationHold::TrnDoorStatusEnum,614
ATS,object,ILogicalSwitch,2658
ATS,object,ILoop,1669
ATS,object,ILoop::LinkStatusEnum,3485
ATS,object,ILoopManip,1620
ATS,object,IMAESTROCmdResponseHandler,4723
ATS,object,IMAUPath,3725
ATS,object,IMAURouting,915
ATS,object,IMAURouting::AuthObstacleEnum,3723
ATS,object,IMAURouting::AuthorizationEnum,3722
ATS,object,IMAURouting::ResObstacleEnum,3721
ATS,object,IMAURouting::ResponseEnum,3724
ATS,object,IMAURouting::SecureCancelCommandProgressEnum,4563
ATS,object,IMAURouting::StatusEnum,3720
ATS,object,IMAURouting::UserTypeEnum,3719
ATS,object,IMAURoutingLocal,4777
ATS,object,IMAURoutingMap,4778
ATS,object,IMCSTrain,3360
ATS,object,IMQClient,5139
ATS,object,IMake,233
ATS,object,IMapper,769
ATS,object,IMessage,2365
ATS,object,IMessageDispatcher,750
ATS,object,IMessagePort,352
ATS,object,IMessageSink,2405
ATS,object,IMockCommandHandler,5018
ATS,object,IMockCompletedMsgSink,4904
ATS,object,IMockHTTPHandler,4909
ATS,object,IMockSocketFactory,4913
ATS,object,IModbusBackend,3108
ATS,object,IModbusClient,3109
ATS,object,IModbusServer,3112
ATS,object,IMonitoredDevice,1325
ATS,object,IMonitoredDevice::CESBStatusEnum,3565
ATS,object,IMonitoredDevice::DRStatusEnum,3561
ATS,object,IMonitoredDevice::ESBStatusEnum,3564
ATS,object,IMonitoredDevice::GWIStatusEnum,3563
ATS,object,IMonitoredDevice::IntersigStatusEnum,3562
ATS,object,IMonitoredDevice::LinkStatusEnum,3412
ATS,object,IMonitoredDevice::SDRStatusEnum,3560
ATS,object,IMonitoredDevice::SPIStatusEnum,3559
ATS,object,IMonitoredDevice::VCIFDStatusEnum,3558
ATS,object,IMsgservTest,4941
ATS,object,IMsgservTestObject,4942
ATS,object,IMySubject,4925
ATS,object,INCOArea,1057
ATS,object,INCOAreaLocal,5252
ATS,object,INetworkAddress,5291
ATS,object,INetworkConfigDB,2364
ATS,object,INetworkMsgSink,2382
ATS,object,INextTrain,1806
ATS,object,INonBlockableSwitchCombined,5028
ATS,object,INotificationHandler,2404
ATS,object,INotifyRegion,449
ATS,object,IOPCServerStatus,3149
ATS,object,IObject,198
ATS,object,IObjectDef,238
ATS,object,IObjectDefAdapter,2445
ATS,object,IObjectGroup,253
ATS,object,IObserver,270
ATS,object,IObstructionMonitorManip,532
ATS,object,IOccupancy,1053
ATS,object,IOccupancy::DockingSchemeEnum,3310
ATS,object,IOccupancy::InclAlphaGammaEnum,4575
ATS,object,IOccupancy::OccupancyDirectionEnum,3309
ATS,object,IOccupancy::OrderingOption,3312
ATS,object,IOccupancy::PositioningScheme,3311
ATS,object,IOccupancy::TrimmingDirectionEnum,4576
ATS,object,IOccupancyCorrelation,1058
ATS,object,IOccupancyCorrelationLocal,2599
ATS,object,IOptimizedParmsProxy,607
ATS,object,IOrbHandler,2453
ATS,object,IOrbManager,2456
ATS,object,IOrbalObject,248
ATS,object,IOrbalTestAnotherObject,5087
ATS,object,IOrbalTestAnotherObject::AnotherEnumType,5103
ATS,object,IOrbalTestObject,5088
ATS,object,IOrbalTestObject::AnEnumType,5111
ATS,object,IOrbalTestObjectEnums,5089
ATS,object,IOutputHandler,2316
ATS,object,IPAddressPair,2239
ATS,object,IPBFileMgr,1442
ATS,object,IPDSPlatform,4477
ATS,object,IPDSPlatform::DoorCutoutTypeEnum,4484
ATS,object,IPDSPlatform::DoorInhibitTypeEnum,4485
ATS,object,IPDSStation,4481
ATS,object,IPEdgeManip,276
ATS,object,IPIDController,2615
ATS,object,IPIDControllerLocal,2616
ATS,object,IPIDMsg,2601
ATS,object,IPIDSign,2628
ATS,object,IPIDSignLocal,2629
ATS,object,IPMICommandAckHandler,3156
ATS,object,IPMIProtocolHandler,3157
ATS,object,IPNodeManip,291
ATS,object,IPendingCommand,791
ATS,object,IPendingCommandResponseHandler,792
ATS,object,IPhysicalRoute,288
ATS,object,IPhysicalRouteLocal,2577
ATS,object,IPidpasAdapter,4652
ATS,object,IPidpasAdapter::TrainEventTypeEnum,4665
ATS,object,IPlatMonManip,533
ATS,object,IPlatform,366
ATS,object,IPlatform::BerthEnum,3574
ATS,object,IPlatform::ConsistEnum,3575
ATS,object,IPlatform::MaxTrainLengthEnum,3576
ATS,object,IPlatform::OpenStatusEnum,3422
ATS,object,IPlatform::PlatfDoorStatusEnum,3423
ATS,object,IPlatform::TrnDoorStatusEnum,3421
ATS,object,IPlatform::TurnbackEnum,3996
ATS,object,IPlatform::TurnbackStatusEnum,3995
ATS,object,IPlatformDoor,302
ATS,object,IPlatformDoor::CutoutStatusEnum,3477
ATS,object,IPlatformDoor::DoorUsage,3478
ATS,object,IPlatformDoor::OpenStatusEnum,3475
ATS,object,IPlatformDoor::OutputStatusEnum,3479
ATS,object,IPlatformDoor::RecycleStatusEnum,3476
ATS,object,IPlatformLocal,536
ATS,object,IPlatformManip,1619
ATS,object,IPlatformPrediction,5326
ATS,object,IPlayer,1440
ATS,object,IPlayer::DirEnum,5217
ATS,object,IPlayer::FullSpeedEnum,5218
ATS,object,IPlayer::ModeEnum,5216
ATS,object,IPlayerLocal,5214
ATS,object,IPolledDevice,260
ATS,object,IPort,351
ATS,object,IPortManager,357
ATS,object,IPotentialAlarm,779
ATS,object,IPotentialAlarm::FilterCategoryEnum,2555
ATS,object,IPotentialAlarm::SeverityEnum,2553
ATS,object,IPotentialAlarm::TypeEnum,2554
ATS,object,IPotentialAlarmExpression,2556
ATS,object,IPowerSect,1359
ATS,object,IPowerSect::LoadSheddingStatusEnum,5281
ATS,object,IPowerSect::LogicalStatusEnum,5279
ATS,object,IPowerSect::MAECodeEnum,5280
ATS,object,IPowerSect::StatusEnum,3647
ATS,object,IPowerSectLocal,2625
ATS,object,IPowerSection,3001
ATS,object,IPowerSupply,2612
ATS,object,IPowerSupplyLocal,2613
ATS,object,IPredefWeeklySched,2588
ATS,object,IPredefWeeklySched::WeekdayEnum,3278
ATS,object,IPredefWeeklySchedLocal,2589
ATS,object,IPredictionControllerLocal,569
ATS,object,IPredictionCounters,4036
ATS,object,IPredictionCountersLocal,4037
ATS,object,IPredictionDB,541
ATS,object,IPredictionDB::PredictionListEnum,610
ATS,object,IPredictionEngine,470
ATS,object,IPredictionLocation,459
ATS,object,IPreview,719
ATS,object,IPreviewModification,2898
ATS,object,IPrintMan,2582
ATS,object,IProcessControl,1036
ATS,object,IRBGlue,2321
ATS,object,IRabbitMQListener,5140
ATS,object,IRabbitMQUser,5141
ATS,object,IRecovery,4115
ATS,object,IRecoveryAction,4116
ATS,object,IRecoveryManager,4114
ATS,object,IRecoveryManager::RecoveryStatusEnum,4134
ATS,object,IReflect,250
ATS,object,IReflectAudit,258
ATS,object,IReflectConverter,1060
ATS,object,IReflectTest,4956
ATS,object,IRegion,283
ATS,object,IRegionOfAuthority,920
ATS,object,IRegionOfAuthority::ControllerEnum,3279
ATS,object,IRegistry,254
ATS,object,IRegistryHook,4183
ATS,object,IRegistryReplace,2353
ATS,object,IRegulator,3320
ATS,object,IRegulatorFactory,3370
ATS,object,IRejuvenation,1901
ATS,object,IRejuvenationLocal,2621
ATS,object,IRelease,235
ATS,object,IRemoteEventUpdater,4971
ATS,object,IRemoteEventUpdaterMock,5021
ATS,object,IRemoteIOStatus,4602
ATS,object,IRemoteIOStatus::OperationStatusEnum,4605
ATS,object,IRemovable,4160
ATS,object,IRenew,251
ATS,object,IRequestHandler,5122
ATS,object,IRestClient,5132
ATS,object,IRestClientResponse,5133
ATS,object,IRestInfoServer,5134
ATS,object,IRestSDKFactory,5135
ATS,object,IRestServer,5136
ATS,object,IRestartExecutive,752
ATS,object,IRestartExecutive::RestoreOptionsEnum,757
ATS,object,IRestartExecutive::ReturnValueStartupEnum,758
ATS,object,IRestartExecutive::SRSStatusEnum,759
ATS,object,IRestartExecutive::StartUpStatusEnum,755
ATS,object,IRestrictedRouteRestriction,2744
ATS,object,IRestriction,425
ATS,object,IRestriction::StatusEnum,3660
ATS,object,IRestriction::TypeEnum,3659
ATS,object,IRouteIndicator,1852
ATS,object,IRouteIndicator::AuxiliaryInfoEnum,3488
ATS,object,IRouteIndicator::BarRequestIndication,3489
ATS,object,IRouteIndicator::StatusEnum,3487
ATS,object,IRouteIndicatorLocal,2610
ATS,object,IRouteManip,295
ATS,object,IRoutingSequence,381
ATS,object,IRubyEval,2315
ATS,object,IRubyScriptingEngine,822
ATS,object,IRule,2531
ATS,object,IRun,396
ATS,object,IRunLocal,666
ATS,object,IRunManip,2869
ATS,object,IRunModifier,2867
ATS,object,IRunView,4589
ATS,object,ISELCOMDevice,1496
ATS,object,ISELCOMProtocolHandler,4706
ATS,object,ISMR,4415
ATS,object,ISMR::AvailabilityEnum,4423
ATS,object,ISMR::ShuffleUpStatusEnum,4422
ATS,object,ISMRLocal,4416
ATS,object,ISOAPClient,772
ATS,object,ISOAPHandler,2521
ATS,object,ISOAPResource,774
ATS,object,ISPAheadClear,3347
ATS,object,ISPAheadClearMgr,3346
ATS,object,ISPCol,2967
ATS,object,ISTC,304
ATS,object,ISTC::HealthTypeEnum,3581
ATS,object,ISTC::IntersigStatusEnum,3582
ATS,object,ISTC::LinkEnum,3411
ATS,object,ISTC::MasterEnum,3410
ATS,object,ISTC::UpdateTypeEnum,3580
ATS,object,ISTCControllable,286
ATS,object,ISTCLocal,2590
ATS,object,ISTCProtocolHandler,262
ATS,object,ISTCProtocolHandler::IntersigStatusEnum,275
ATS,object,ISVBBlockCombined,5247
ATS,object,ISVBCElement,4617
ATS,object,ISVBCElement::CommStatusEnum,4620
ATS,object,ISVBCGroup,4615
ATS,object,ISVBCGroup::CommStatusEnum,4623
ATS,object,ISVBCGroup::LimitsEnum,4629
ATS,object,ISVBCGroup::SRSInControlEnum,4624
ATS,object,ISVBCGroup::ZCRedundancyStatusEnum,4625
ATS,object,ISVBCNode,4616
ATS,object,ISVBCNode::CNStatusEnum,4628
ATS,object,ISVBGlobalHandler,1474
ATS,object,ISVBGlobalHandler::RestrictionStatusEnum,3862
ATS,object,ISVBGlobalHandler::ToleranceDefaultsEnum,3863
ATS,object,ISVBGlobalHandlerLocal,2591
ATS,object,ISVBLevelCrossing,1316
ATS,object,ISVBLevelCrossing::COOverrideStatusEnum,3765
ATS,object,ISVBLevelCrossing::OverrideStatusEnum,3761
ATS,object,ISVBLevelCrossing::SecureCommandProgressEnum,3766
ATS,object,ISVBLevelCrossing::TrafficControllerHoldStatusEnum,3764
ATS,object,ISVBLevelCrossing::TrafficControllerPreemptStatusEnum,3763
ATS,object,ISVBLevelCrossing::TrafficControllerStatusEnum,3762
ATS,object,ISVBLevelCrossing::WarningStatusEnum,3760
ATS,object,ISVBLevelCrossingLocal,2584
ATS,object,ISVBMarker,374
ATS,object,ISVBMarker::AllowedModeEnum,3770
ATS,object,ISVBMarker::DirectionEnum,3769
ATS,object,ISVBNco,3773
ATS,object,ISVBNco::TypeEnum,3776
ATS,object,ISVBPhysicalMRR,293
ATS,object,ISVBPhysicalRoute,2745
ATS,object,ISVBPlatform,540
ATS,object,ISVBPlatform::DirTypeEnum,3868
ATS,object,ISVBPlatform::DoorSideEnum,3869
ATS,object,ISVBPlatform::ReducedRateTypeEnum,3780
ATS,object,ISVBPlatform::SpeedProfileTypeEnum,3779
ATS,object,ISVBPlatformCombined,5020
ATS,object,ISVBPlatformLocal,2572
ATS,object,ISVBRIORemoteResetCmdLocal,5031
ATS,object,ISVBRouteCmdLocal,4779
ATS,object,ISVBSignal,1016
ATS,object,ISVBSignal::BoolEnum,3703
ATS,object,ISVBSignal::CommandedEnum,3705
ATS,object,ISVBSignal::FleetingEnum,3706
ATS,object,ISVBSignal::HealthStatusEnum,3702
ATS,object,ISVBSignal::SecureCommandProgressEnum,3704
ATS,object,ISVBSignal::StateEnum,3707
ATS,object,ISVBSignalCmdLocal,2618
ATS,object,ISVBSignalCombined,5022
ATS,object,ISVBSubsystem,2581
ATS,object,ISVBSwitch,1064
ATS,object,ISVBSwitch::AllowedBlockPositionEnum,3745
ATS,object,ISVBSwitch::FELockEnum,3742
ATS,object,ISVBSwitch::LockingStatusEnum,3744
ATS,object,ISVBSwitch::ModeEnum,3737
ATS,object,ISVBSwitch::PMICommandedEnum,3738
ATS,object,ISVBSwitch::StatusEnum,3741
ATS,object,ISVBSwitch::UnlockedOutputFailureEnum,3739
ATS,object,ISVBSwitch::ZoneCommandedEnum,3740
ATS,object,ISVBSwitch::ZoneSecureCommandProgressEnum,3743
ATS,object,ISVBSwitchCmdLocal,2620
ATS,object,ISVBSwitchCombined,5026
ATS,object,ISVBTelegramHandler,5032
ATS,object,ISVBTrack,2243
ATS,object,ISVBTrack::MAUSecureCommandProgressEnum,3757
ATS,object,ISVBTrack::MDZStatusEnum,3756
ATS,object,ISVBTrackLocal,5203
ATS,object,ISVBTrain,538
ATS,object,ISVBTrain::ArrivalType,3873
ATS,object,ISVBTrain::AvailableModesEnum,3691
ATS,object,ISVBTrain::CabIdEnum,3692
ATS,object,ISVBTrain::CommunicationStatusEnum,3693
ATS,object,ISVBTrain::CouplerReadinessStatusEnum,4500
ATS,object,ISVBTrain::CouplingReadinessStatusEnum,4527
ATS,object,ISVBTrain::CouplingStatusEnum,4501
ATS,object,ISVBTrain::CrawlbackStatusEnum,3696
ATS,object,ISVBTrain::DepartureAuthorizationEnum,4580
ATS,object,ISVBTrain::DriverIdEnum,3872
ATS,object,ISVBTrain::JoggingStatusEnum,3697
ATS,object,ISVBTrain::MCoupleStatusEnum,3698
ATS,object,ISVBTrain::MDStatusEnum,3699
ATS,object,ISVBTrain::MisalignmentEnum,3695
ATS,object,ISVBTrain::OrientationEnum,3689
ATS,object,ISVBTrain::SpeedProfileTypeEnum,3688
ATS,object,ISVBTrain::StorageModeEnum,3694
ATS,object,ISVBTrain::TravelDirectionEnum,3690
ATS,object,ISVBTrain::UTOPUStatusEnum,4540
ATS,object,ISVBTrainImpl,3685
ATS,object,ISVBTrainLocal,539
ATS,object,ISVBTransitionZoneLocal,714
ATS,object,ISVBUtil,3802
ATS,object,ISVBVOBC,1894
ATS,object,ISVBVOBC::CommunicationStatusEnum,3812
ATS,object,ISVBVehicle,3807
ATS,object,ISVBVehicle::DoorsOnOffEnum,4513
ATS,object,ISVBVehicle::VOrientationEnum,4512
ATS,object,ISVBWetArea,1535
ATS,object,ISVBWetArea::AreaRateEnum,3820
ATS,object,ISVBWetArea::AreaTypeEnum,3819
ATS,object,ISVBWetAreaLocal,2634
ATS,object,ISVBZCResetDevice,4465
ATS,object,ISVBZone,1477
ATS,object,ISVBZone::ACBPowerEnum,3672
ATS,object,ISVBZone::ARSModeEnum,3677
ATS,object,ISVBZone::ATSRelinquishAckEnum,3678
ATS,object,ISVBZone::ActiveNodeEnum,3679
ATS,object,ISVBZone::CircuitBreakerStatusEnum,3675
ATS,object,ISVBZone::CommStatusEnum,3875
ATS,object,ISVBZone::GroundFaultIsolationEnum,3674
ATS,object,ISVBZone::InterlockingModeEnum,3676
ATS,object,ISVBZone::LEDStatusEnum,3673
ATS,object,ISVBZone::NodeEnum,3876
ATS,object,ISVBZone::OkFailEnum,4016
ATS,object,ISVBZoneBlock,593
ATS,object,ISVBZoneBlock::BoolEnum,3796
ATS,object,ISVBZoneBlock::HealthStatusEnum,4572
ATS,object,ISVBZoneBlock::SecureCommandProgressEnum,3797
ATS,object,ISVBZoneCmdLocal,4780
ATS,object,ISVBZoneCombined,5024
ATS,object,ISVBZoneCommand,3669
ATS,object,ISVBZoneCoreLocal,4767
ATS,object,ISVBZoneLocal,2596
ATS,object,ISVBZoneNonCommandCombined,5025
ATS,object,ISchedDwells,677
ATS,object,ISchedule,427
ATS,object,ISchedule::ReturnValueEnum,717
ATS,object,IScheduleEnergy,5293
ATS,object,IScheduleLocal,682
ATS,object,IScheduleManager,475
ATS,object,IScheduleManager::RegulationModeEnum,4537
ATS,object,IScheduleManager::TransferStatusEnum,694
